SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,SPECIES,ORIGIN,HITS,HEIGHT,DATE,SURVEY,EXCLOSURE,NOTES
WGippsland,Thomson,Cowwarr,2,D,3,Ranunculus repens,exotic,12,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,2,D,3,Holcus spp.,#N/A,4,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,2,D,3,Conium maculatum,exotic,3,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,2,D,3,Phalaris spp.,#N/A,4,0_1m,17/07/2018,1,0,check species
WGippsland,Thomson,Cowwarr,2,D,3,Litter,ground,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,2,E,4,Vinca major,#N/A,35,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,2,E,4,Holcus spp.,#N/A,3,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,2,E,4,Dactylis glomerata,exotic,11,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,2,E,4,Litter,ground,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,W,-1,Water,ground,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,A,0,Litter,ground,14,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,A,0,Water,ground,8,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,A,0,Persicaria praetermissa,native,3,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,A,0,Paspalum distichum,exotic,5,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,A,0,Bare,ground,18,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,B,1,Cenchrus clandestinus,exotic,17,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,B,1,Vinca major,#N/A,27,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,B,1,Persicaria praetermissa,native,7,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,B,1,Rumex crispus,exotic,1,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,B,1,Bare,ground,8,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,B,1,Litter,ground,32,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,B,1,Verbena officinalis s.l.,exotic,11,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,C,2,Vinca major,#N/A,38,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,C,2,Cenchrus clandestinus,exotic,35,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,C,2,Dactylis glomerata,exotic,3,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,C,2,Litter,ground,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,C,2,Bare,ground,0,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,D,3,Pennisetum clandestinum/Holcus mollis?,#N/A,19,0_1m,17/07/2018,1,0,Written in book as Kikuyu but then a note next to it saying Holcus mollis?
WGippsland,Thomson,Cowwarr,3,D,3,Vinca major,#N/A,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,D,3,Litter,ground,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,3,D,3,Bare,ground,0,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,W,-1,Water,ground,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,W,-1,Schoenoplectus tabernaemontani,native,8,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,A,0,Bare,ground,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,A,0,Water,ground,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,A,0,Ranunculus repens,exotic,1,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,A,0,Litter,ground,38,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,B,1,Ranunculus repens,exotic,19,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,B,1,Holcus spp.,#N/A,1,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,B,1,Bare,ground,10,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,B,1,Rumex spp.,CHECK,3,0_1m,17/07/2018,1,0,which rumex?
WGippsland,Thomson,Cowwarr,4,B,1,Galium aparine,exotic,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,B,1,Juncus bufonius,native,3,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,B,1,Cyperus eragrostis,exotic,1,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,B,1,Litter,ground,30,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,C,2,Ranunculus repens,exotic,34,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,C,2,Dactylis glomerata,exotic,9,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,C,2,Bare,ground,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,C,2,Galium aparine,exotic,3,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,C,2,Holcus spp.,#N/A,5,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,C,2,Phalaris spp.,CHECK,11,0_1m,17/07/2018,1,0,which species was onsite?
WGippsland,Thomson,Cowwarr,4,C,2,Litter,ground,38,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,D,3,Dactylis glomerata,exotic,19,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,D,3,Galium aparine,exotic,8,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,D,3,Ranunculus repens,exotic,18,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,D,3,Euphorbia spp.,CHECK,10,0_1m,17/07/2018,1,0,check species
WGippsland,Thomson,Cowwarr,4,D,3,Brassica spp.,#N/A,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,D,3,Bare,ground,1,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,D,3,Phalaris spp.,CHECK,9,0_1m,17/07/2018,1,0,check species
WGippsland,Thomson,Cowwarr,4,D,3,Vinca major,#N/A,3,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,D,3,Holcus spp.,#N/A,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,4,D,3,Litter,ground,38,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,W,-1,Water,ground,36,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,W,-1,Log,ground,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,W,-1,Bare,ground,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,W,-1,Melicytus dentatus s.l.,native,6,1_5,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,W,-1,Rubus anglocandicans,#N/A,4,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,W,-1,Vinca major,#N/A,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,A,0,Melicytus dentatus s.l.,native,9,1_5,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,A,0,Phalaris spp.,CHECK,8,0_1m,17/07/2018,1,0,check species
WGippsland,Thomson,Cowwarr,5,A,0,Vinca major,#N/A,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,A,0,Rubus anglocandicans,#N/A,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,A,0,Litter,ground,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,A,0,Bare,ground,0,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,B,1,Rubus anglocandicans,#N/A,2,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,B,1,Bare,ground,10,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,B,1,Melicytus dentatus s.l.,native,3,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,B,1,Vinca major,#N/A,38,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,B,1,Litter,ground,30,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,C,2,Bare,ground,5,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,C,2,Phalaris spp.,CHECK,3,0_1m,17/07/2018,1,0,check species
WGippsland,Thomson,Cowwarr,5,C,2,Vinca major,#N/A,39,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,C,2,Litter,ground,35,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,D,3,Phalaris spp.,CHECK,7,0_1m,17/07/2018,1,0,check species
WGippsland,Thomson,Cowwarr,5,D,3,Rubus anglocandicans,#N/A,4,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,D,3,Vinca major,#N/A,35,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,D,3,Litter,ground,40,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Cowwarr,5,D,3,Bare,ground,0,0_1m,17/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,W,-1,Water,ground,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,A,0,Phalaris arundinacea,exotic,35,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,A,0,Litter,ground,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,A,0,Bare,ground,0,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,B,1,Solanum pseudocapsicum,exotic,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,B,1,Phalaris arundinacea,exotic,29,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,B,1,Dactylis glomerata,exotic,5,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,B,1,Ehrharta erecta var. erecta,exotic,3,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,B,1,Litter,ground,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,B,1,Bare,ground,0,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,C,2,Dactylis glomerata,exotic,21,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,C,2,Ehrharta erecta var. erecta,exotic,12,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,C,2,Phalaris arundinacea,exotic,18,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,C,2,Microlaena stipoides var. stipoides,native,5,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,C,2,Litter,ground,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,C,2,Bare,ground,0,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,D,3,Dactylis glomerata,exotic,28,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,D,3,Phalaris arundinacea,exotic,3,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,D,3,Ehrharta erecta var. erecta,exotic,6,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,D,3,Microlaena stipoides var. stipoides,native,8,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,D,3,Erigeron bonariensis,exotic,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,10,D,3,Acacia dealbata,native,7,1_5,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,W,-1,Water,ground,38,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,W,-1,Log,ground,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,A,0,Bare,ground,20,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,A,0,Phalaris arundinacea,exotic,22,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,A,0,Persicaria decipiens,native,9,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,A,0,Cyperus eragrostis,exotic,3,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,A,0,Litter,ground,20,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,B,1,Bare,ground,14,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,B,1,Phalaris arundinacea,exotic,9,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,B,1,Dactylis glomerata,exotic,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,B,1,Rumex spp.,#N/A,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,B,1,Litter,ground,21,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Bare,ground,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Ehrharta erecta var. erecta,exotic,3,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Hedera helix,exotic,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Acacia dealbata,native,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Rubus anglocandicans,#N/A,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Dactylis glomerata,exotic,9,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Acacia dealbata,native,1,1_5,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Holcus spp.,#N/A,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Cirsium vulgare,exotic,5,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,C,2,Litter,ground,38,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,D,3,Bare,ground,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,D,3,Litter,ground,38,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,D,3,Dactylis glomerata,exotic,14,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,D,3,Holcus spp.,#N/A,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,D,3,Rubus anglocandicans,#N/A,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,D,3,Apiaceae spp.,#N/A,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,D,3,Cenchrus clandestinus,exotic,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,9,D,3,Hedera helix,exotic,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,W,-1,Water,ground,38,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,W,-1,Bare,ground,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,W,-1,Phalaris arundinacea,exotic,36,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,A,0,Bare,ground,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,A,0,Phalaris arundinacea,exotic,37,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,A,0,Litter,ground,38,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,B,1,Phalaris arundinacea,exotic,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,B,1,Litter,ground,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,B,1,Bare,ground,0,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,C,2,Rubus anglocandicans,#N/A,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,C,2,Galium aparine,exotic,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,C,2,Phalaris arundinacea,exotic,36,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,C,2,Dactylis glomerata,exotic,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,C,2,Litter,ground,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,C,2,Bare,ground,0,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,D,3,Bare,ground,0,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,D,3,Litter,ground,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,D,3,Phalaris arundinacea,exotic,38,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,D,3,Galium aparine,exotic,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,8,D,3,Rubus anglocandicans,#N/A,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,W,-1,Water,ground,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,A,0,Cyperus eragrostis,exotic,4,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,A,0,Litter,ground,6,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,A,0,Persicaria praetermissa,native,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,A,0,Bare,ground,34,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,B,1,Bare,ground,25,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,B,1,Litter,ground,15,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,B,1,Monocot grass,exotic,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,C,2,Bare,ground,7,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,C,2,Dactylis glomerata,exotic,19,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,C,2,Viola spp.,#N/A,5,0_1m,18/07/2018,1,0,"LV: listed as Violet, I have changed to Violet spp. but this needs adding to species master which has V. hederacea and V. odorata"
WGippsland,Thomson,Heyfield,7,C,2,Ehrharta erecta var. erecta,exotic,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,C,2,Persicaria subsessilis,native,13,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,C,2,Melaleuca ericifolia,#N/A,4,1_5,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Bare,ground,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Melaleuca ericifolia,#N/A,7,1_5,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Dactylis glomerata,exotic,17,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Melicytus dentatus s.l.,native,3,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Ehrharta erecta var. erecta,exotic,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Persicaria subsessilis,native,4,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Apiaceae spp.,#N/A,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Solanum pseudocapsicum,exotic,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Holcus spp.,#N/A,2,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Viola spp.,#N/A,2,0_1m,18/07/2018,1,0,"LV: listed as Violet, I have changed to Violet spp. but this needs adding to species master which has V. hederacea and V. odorata"
WGippsland,Thomson,Heyfield,7,D,3,Hedera helix,exotic,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,7,D,3,Oxalis pes-caprae,exotic,1,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,6,W,-1,Water,ground,40,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,6,W,-1,Persicaria decipiens,native,20,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,6,A,0,Bare,ground,8,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,6,A,0,Water,ground,12,0_1m,18/07/2018,1,0,
WGippsland,Thomson,Heyfield,6,A,0,Persicaria decipiens,native,11,0_1m,18/07/2018,1,0,
