SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,SPECIES,ORIGIN,HITS,HEIGHT,DATE,SURVEY,EXCLOSURE,NOTES
Glenelg,Glenelg,Warrock,1,C,2,Alternanthera denticulata,native,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,1,C,2,Melicytus dentatus s.l.,#N/A,5,1_5,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,1,C,2,Melicytus dentatus s.l.,#N/A,8,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,1,C,2,Carex appressa,native,8,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,1,C,2,Oxalis spp.,#N/A,7,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,1,C,2,Kunzea ericoides spp. agg.,#N/A,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,W,-1,Water,ground,40,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,W,-1,Phragmites australis,native,34,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,W,-1,Cycnogeton procerum,#N/A,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,A,0,Phragmites australis,native,14,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,A,0,Bare,ground,32,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,A,0,Litter,ground,8,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,A,0,Cycnogeton procerum,#N/A,11,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,A,0,Alternanthera denticulata,native,8,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,A,0,Symphyotrichum subulatum,#N/A,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,B,1,Lachnagrostis filiformis s.l.,native,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,B,1,Phragmites australis,native,6,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,B,1,Bare,ground,34,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,B,1,Litter,ground,6,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,B,1,Cycnogeton procerum,#N/A,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,B,1,Symphyotrichum subulatum,#N/A,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,B,1,Alternanthera denticulata,native,5,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,B,1,Euchiton involucratus s.l.,native,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,B,1,Rumex spp.,native,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Euchiton involucratus s.l.,native,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Symphyotrichum subulatum,#N/A,4,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Bare,ground,30,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Litter,ground,10,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Phragmites australis,native,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Carex appressa,native,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Rumex spp.,native,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Alternanthera denticulata,native,5,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Cycnogeton procerum,#N/A,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,2,C,2,Persicaria prostrata,native,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,W,-1,Water,ground,40,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,W,-1,Phragmites australis,native,4,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,A,0,Phragmites australis,native,12,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,A,0,Bare,ground,30,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,A,0,Litter,ground,10,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,A,0,Alternanthera denticulata,native,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,A,0,Lachnagrostis filiformis s.l.,native,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,A,0,Eragrostis infecunda,#N/A,4,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,A,0,Persicaria prostrata,native,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,A,0,Symphyotrichum subulatum,#N/A,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,B,1,Senecio biserratus,native,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,B,1,Phragmites australis,native,11,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,B,1,Symphyotrichum subulatum,#N/A,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,B,1,Centipeda cunninghamii,native,1,0_1m,24/09/2018,1,0,Cent. ? LV: updated to Centipeda which was found in another survey
Glenelg,Glenelg,Warrock,3,B,1,Litter,ground,6,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,B,1,Bare,ground,34,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,B,1,Senecio campylocarpus,native,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,C,2,Bare,ground,3,0_1m,24/09/2018,1,0,"LV: Chris to check ground layer, written in book as ""3"""
Glenelg,Glenelg,Warrock,3,C,2,Litter,ground,5,0_1m,24/09/2018,1,0,"LV: Chris to check ground layer, written in book as a tally"
Glenelg,Glenelg,Warrock,3,C,2,Phragmites australis,native,4,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,C,2,Alternanthera denticulata,native,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,C,2,Rumex spp.,native,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,C,2,Symphyotrichum subulatum,#N/A,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,C,2,Senecio hispidulus,native,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Bare,ground,33,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Litter,ground,7,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Euchiton involucratus s.l.,native,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Poa annua,#N/A,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Oxalis exilis,#N/A,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Lachnagrostis filiformis s.l.,native,4,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Phalaris aquatica,exotic,9,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Phragmites australis,native,2,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Persicaria prostrata,native,6,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Carex appressa,native,3,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Rumex spp.,native,6,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Cerastium glomeratum s.l.,exotic,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Poa labillardierei var. labillardierei,native,8,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Warrock,3,D,3,Lythrum hyssopifolia,native,1,0_1m,24/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,W,-1,Water,ground,40,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,W,-1,Cycnogeton procerum,#N/A,10,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,A,0,Bare,ground,37,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,A,0,Litter,ground,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,A,0,Cycnogeton procerum,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,A,0,Juncus articulatus subsp. articulatus,#N/A,5,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,B,1,Juncus amabilis,native,5,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,B,1,Bare,ground,37,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,B,1,Litter,ground,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,B,1,Cycnogeton procerum,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,B,1,Juncus articulatus subsp. articulatus,#N/A,15,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,B,1,Distichlis distichophylla,#N/A,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,B,1,Isolepis inundata,native,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,C,2,Juncus amabilis,native,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,C,2,Cycnogeton procerum,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,C,2,Distichlis distichophylla,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,C,2,Juncus articulatus subsp. articulatus,#N/A,10,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,C,2,Bare,ground,33,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,C,2,Litter,ground,7,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,C,2,Isolepis cernua,#N/A,4,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,C,2,Cotula spp.,#N/A,2,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,C,2,Triglochin striata,native,4,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,D,3,Cotula spp.,#N/A,11,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,D,3,Bare,ground,36,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,D,3,Litter,ground,4,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,D,3,Juncus amabilis,native,5,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,D,3,Distichlis distichophylla,#N/A,7,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,D,3,Juncus articulatus subsp. articulatus,#N/A,9,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,D,3,Triglochin striata,native,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,E,4,Distichlis distichophylla,#N/A,29,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,E,4,Juncus amabilis,native,4,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,E,4,Juncus pallidus,native,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,E,4,Triglochin striata,#N/A,2,0_1m,25/09/2018,1,0,LV: changed to Triglochin as was Cycnogeton striatum
Glenelg,Glenelg,Five Mile,7,E,4,Cotula spp.,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,E,4,Selliera radicans,#N/A,2,0_1m,25/09/2018,1,0,LV: Was only listed as spp. but this is the only species of the genus so have updated to radicans
Glenelg,Glenelg,Five Mile,7,E,4,Gladiolus undulatus,exotic,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,E,4,Bare,ground,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,E,4,Litter,ground,37,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,F,5,Moraea spp.,#N/A,16,0_1m,25/09/2018,1,0,LV: other hits of Moraea are M. flaccida
Glenelg,Glenelg,Five Mile,7,F,5,Gladiolus undulatus,exotic,11,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,F,5,Distichlis distichophylla,#N/A,28,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,F,5,Litter,ground,39,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,F,5,Bare,ground,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,F,5,Selliera radicans,#N/A,4,0_1m,25/09/2018,1,0,LV: Was only listed as spp. but this is the only species of the genus so have updated to radicans
Glenelg,Glenelg,Five Mile,7,F,5,Hypochaeris glabra,#N/A,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,F,5,Lolium spp.,#N/A,10,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,G,6,Lolium spp.,#N/A,28,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,G,6,Litter,ground,40,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,G,6,Moraea spp.,#N/A,15,0_1m,25/09/2018,1,0,LV: other hits of Moraea are M. flaccida
Glenelg,Glenelg,Five Mile,7,G,6,Gladiolus undulatus,exotic,15,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,G,6,Bromus spp.,unknown,11,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,G,6,Plantago spp.,#N/A,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,G,6,Romulea rosea,exotic,7,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,7,G,6,Distichlis distichophylla,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,W,-1,Water,ground,40,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,W,-1,Lachnagrostis filiformis s.l.,native,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,W,-1,Cycnogeton procerum,#N/A,6,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,A,0,Juncus amabilis,native,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,A,0,Cycnogeton procerum,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,A,0,Isolepis cernua,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,A,0,Juncus articulatus subsp. articulatus,#N/A,2,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,A,0,Triglochin striata,#N/A,6,0_1m,25/09/2018,1,0,LV: changed to Triglochin as was Cycnogeton striatum
Glenelg,Glenelg,Five Mile,4,A,0,Litter,ground,8,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,A,0,Bare,ground,32,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,B,1,Distichlis distichophylla,#N/A,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,B,1,Litter,ground,12,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,B,1,Bare,ground,28,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,B,1,Isolepis cernua,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,C,2,Gladiolus undulatus,exotic,10,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,C,2,Lolium spp.,#N/A,36,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,C,2,Romulea rosea,exotic,6,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,C,2,Moraea spp.,#N/A,7,0_1m,25/09/2018,1,0,LV: other hits of Moraea are M. flaccida
Glenelg,Glenelg,Five Mile,4,C,2,Selliera radicans,#N/A,2,0_1m,25/09/2018,1,0,LV: Was only listed as spp. but this is the only species of the genus so have updated to radicans
Glenelg,Glenelg,Five Mile,4,C,2,Plantago spp.,#N/A,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,C,2,Bare,ground,9,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,C,2,Bromus spp.,unknown,2,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,C,2,Cotula australis,native,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,C,2,Litter,ground,31,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,D,3,Gladiolus undulatus,exotic,6,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,D,3,Romulea rosea,exotic,13,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,D,3,Moraea spp.,#N/A,14,0_1m,25/09/2018,1,0,LV: other hits of Moraea are M. flaccida
Glenelg,Glenelg,Five Mile,4,D,3,Freesia spp.,exotic,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,D,3,Hypochaeris radicata,exotic,8,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,D,3,Litter,ground,29,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,D,3,Bare,ground,9,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,D,3,Cotula australis,native,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,D,3,Bromus spp.,unknown,2,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Five Mile,4,D,3,Lolium spp.,#N/A,29,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,W,-1,Water,ground,40,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,W,-1,Ranunculus amphitrichus,#N/A,4,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,W,-1,Cycnogeton procerum,#N/A,5,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,A,0,Eragrostis infecunda,#N/A,27,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,A,0,Bare,ground,15,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,A,0,Litter,ground,25,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,A,0,Lythrum hyssopifolia,native,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,A,0,Carex appressa,native,2,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,A,0,Isolepis cernua,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,A,0,Lolium spp.,#N/A,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,B,1,Eragrostis infecunda,#N/A,27,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,B,1,Bare,ground,9,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,B,1,Litter,ground,31,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,B,1,Lolium spp.,#N/A,4,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,B,1,Isolepis cernua,#N/A,2,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,C,2,Lolium spp.,#N/A,5,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,C,2,Litter,ground,6,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,C,2,Bare,ground,34,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,C,2,Freesia spp.,exotic,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,C,2,Isolepis cernua,#N/A,2,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,D,3,Lolium spp.,#N/A,17,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,D,3,Litter,ground,15,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,D,3,Bare,ground,25,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,D,3,Gladiolus undulatus,exotic,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,D,3,Freesia spp.,exotic,2,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,D,3,Rostraria/Tribolus,#N/A,5,0_1m,25/09/2018,1,0,LV: Chris to check. This is exactly how it is written in the book
Glenelg,Glenelg,Weavers,6,D,3,Romulea rosea,exotic,10,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,D,3,Isolepis cernua,#N/A,4,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,D,3,Juncus amabilis,native,1,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,E,4,Lolium spp.,#N/A,11,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,E,4,Romulea rosea,exotic,17,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,E,4,Litter,ground,27,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,E,4,Bare,ground,13,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,E,4,Freesia spp.,exotic,5,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,E,4,Isolepis cernua,#N/A,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,E,4,Rostraria/Tribolus,#N/A,8,0_1m,25/09/2018,1,0,LV: Chris to check. This is exactly how it is written in the book
Glenelg,Glenelg,Weavers,6,E,4,Crassula decumbens var. decumbens,native,3,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,6,E,4,Vulpia spp.,exotic,22,0_1m,25/09/2018,1,0,
Glenelg,Glenelg,Weavers,3,W,-1,Water,ground,40,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,W,-1,Cycnogeton procerum,#N/A,23,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,W,-1,Ranunculus amphitrichus,#N/A,30,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,A,0,Cycnogeton procerum,#N/A,6,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,A,0,Bare,ground,7,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,A,0,Tree,ground,2,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,A,0,Juncus amabilis,native,5,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,A,0,Isolepis ? cernua,#N/A,3,0_1m,25/09/2018,1,1,LV: Chris to check. This is exactly how it is written in the book
Glenelg,Glenelg,Weavers,3,A,0,Lolium rigidum,exotic,2,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,A,0,Triglochin striata,native,1,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,A,0,Litter,ground,31,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,B,1,Lolium rigidum,exotic,27,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,B,1,Bromus spp.,unknown,16,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,B,1,Gladiolus undulatus,exotic,2,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,B,1,Romulea rosea,exotic,3,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,B,1,Hypochaeris radicata,exotic,1,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,B,1,Litter,ground,38,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,B,1,Bare,ground,2,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,C,2,Gladiolus undulatus,exotic,1,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,C,2,Lolium rigidum,exotic,34,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,C,2,Bromus spp.,unknown,17,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,C,2,Romulea rosea,exotic,7,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,C,2,Litter,ground,38,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,C,2,Bare,ground,2,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,D,3,Romulea rosea,exotic,3,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,D,3,Bromus spp.,unknown,20,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,D,3,Lolium rigidum,exotic,31,0_1m,25/09/2018,1,1,
Glenelg,Glenelg,Weavers,3,D,3,Cycnogeton procerum,#N/A,1,0_1m,25/09/2018,1,1,
