SYSTEM,WATERWAY,SITE,TRANSECT,METRES,SPECIES,HITS,HEIGHT,DATE,SURVEY,DC COMMS
Campaspe,Campaspe,Doaks,1,2,Dactylis glomerata,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,2,Bromus diandrus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,2,Paspalum dilatatum,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,2,Nassella spp.,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,2,Ehrharta erecta var. erecta,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,2,Phalaris aquatica,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,3,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,3,Nassella spp.,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,3,Ehrharta erecta var. erecta,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,3,Dactylis glomerata,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,3,Paspalum dilatatum,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,3,Bromus catharticus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,3,Bromus diandrus,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,4,Bare,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,4,Litter,39,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,4,Bromus diandrus,11,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,4,Oxalis perennans,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,4,Marrubium vulgare,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,4,Ehrharta erecta var. erecta,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,4,Hypochaeris radicata,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,4,Bromus catharticus,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,4,Dactylis glomerata,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,5,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,5,Ehrharta erecta var. erecta,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,5,Bromus diandrus,13,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,5,Phalaris aquatica,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,5,Cirsium vulgare,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,1,5,Oxalis perennans,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,-1,Water,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,0,Litter,33,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,0,Log,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,0,Water,6,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,0,Carex bichenoviana,32,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,0,Dactylis glomerata,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,0,Paspalum dilatatum,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,0,Juncus usitatus,12,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,0,Cyperus eragrostis,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,1,Bare,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,1,Litter,38,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,1,Carex bichenoviana,26,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,1,Bromus spp.,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,1,Dactylis glomerata,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,2,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,2,Carex bichenoviana,34,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,2,Bromus spp.,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,3,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,3,Carex bichenoviana,27,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,3,Bromus spp.,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,3,Sonchus oleraceus,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,4,Bare,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,4,Litter,38,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,4,Carex bichenoviana,24,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,4,Bromus spp.,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,2,4,Rytidosperma racemosum var. racemosum,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,-1,Log,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,-1,Water,36,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,-1,Cycnogeton procerum,15,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,-1,Cyperus eragrostis,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,-1,Bolboschoenus medianus,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,-1,Juncus articulatus subsp. articulatus,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,-1,Juncus usitatus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,-1,Alternanthera denticulata,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Bare,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Litter,25,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Log,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Water,6,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Juncus amabilis,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Cyperus eragrostis,12,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Alternanthera denticulata,7,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Lachnagrostis filiformis s.l.,6,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Paspalum dilatatum,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Rumex conglomeratus,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Cynodon dactylon var. dactylon,8,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Juncus articulatus subsp. articulatus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Bolboschoenus medianus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,0,Cycnogeton procerum,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Cyperus eragrostis,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Bromus diandrus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Bromus catharticus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Lolium spp.,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Juncus usitatus,20,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Lachnagrostis filiformis s.l.,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Cynodon dactylon var. dactylon,24,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Paspalum dilatatum,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Rumex conglomeratus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,1,Polygonum aviculare,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,2,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,2,Bromus diandrus,10,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,2,Lolium spp.,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,2,Juncus usitatus,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,2,Cynodon dactylon var. dactylon,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,2,Juncus acutus subsp. acutus,12,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,2,Phyla canescens,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,2,Polygonum aviculare,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,3,Litter,35,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,3,Log,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,3,Juncus usitatus,7,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,3,Bromus diandrus,18,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,3,Lolium spp.,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,3,Phyla canescens,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,4,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,4,Bromus diandrus,20,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,5,Bare,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,5,Litter,38,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,5,Bromus diandrus,20,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,5,Carex bichenoviana,10,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,3,5,Bromus catharticus,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,-1,Water,37,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,-1,Log,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,0,Water,38,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,0,Cycnogeton procerum,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,1,Bare,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,1,Litter,19,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,1,Water,18,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,1,Paspalum distichum,27,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,1,Juncus usitatus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,1,Cyperus eragrostis,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,1,Potamogeton crispus,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,1,Myriophyllum simulans,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,2,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,2,Paspalum distichum,29,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,2,Cynodon dactylon var. dactylon,23,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,2,Cyperus eragrostis,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,2,Persicaria decipiens,8,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,2,Polygonum aviculare,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,2,Juncus usitatus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,2,Juncus articulatus subsp. articulatus,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,3,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,3,Cynodon dactylon var. dactylon,37,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,3,Brachypodium spp.,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,3,Epilobium hirtigerum,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,3,Juncus usitatus,13,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,3,Cyperus eragrostis,6,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,3,Juncus acutus subsp. acutus,11,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,3,Holcus lanatus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,3,Paspalum distichum,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,4,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,4,Cynodon dactylon var. dactylon,34,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,4,Bromus spp.,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,4,Brachypodium spp.,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,4,Sonchus spp.,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,4,Paspalum dilatatum,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,4,Juncus usitatus,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,4,Lachnagrostis filiformis s.l.,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,5,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,5,Cynodon dactylon var. dactylon,26,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,5,Hypochaeris radicata,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,5,Bromus spp.,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,5,Lolium spp.,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,6,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,6,Hypochaeris radicata,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,6,Bromus spp.,6,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,6,Rytidosperma spp.,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,6,Lolium spp.,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,6,Nassella spp.,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,7,Bare,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,7,Litter,30,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,7,Tree root,7,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,7,Tree,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,7,Rytidosperma spp.,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,7,Bromus spp.,8,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,7,Carex bichenoviana,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,4,7,Nassella spp.,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,-1,Water,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,0,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,0,Paspalum distichum,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,0,Agrostis spp.,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,0,Juncus articulatus subsp. articulatus,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,1,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,1,Cynodon dactylon var. dactylon,17,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,1,Paspalum distichum,27,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,1,Bolboschoenus medianus,3,0_1m,4/04/2022,15,one plant near fence has been grazed
Campaspe,Campaspe,Doaks,5,1,Paspalum dilatatum,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,1,Agrostis stolonifera,15,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,1,Persicaria decipiens,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,1,Juncus usitatus,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,1,Juncus articulatus subsp. articulatus,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,2,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,2,Cynodon dactylon var. dactylon,38,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,2,Paspalum distichum,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,2,Agrostis stolonifera,16,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,2,Paspalum dilatatum,8,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,2,Cyperus eragrostis,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,2,Bolboschoenus medianus,10,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,2,Rumex conglomeratus,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,2,Eucalyptus camaldulensis subsp. camaldulensis,5,1_5m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,3,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,3,Cynodon dactylon var. dactylon,37,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,3,Agrostis spp.,14,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,3,Juncus acutus subsp. acutus,8,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,3,Bolboschoenus medianus,7,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,3,Eucalyptus camaldulensis subsp. camaldulensis,3,1_5m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,4,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,4,Cynodon dactylon var. dactylon,35,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,4,Bromus spp.,15,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,4,Juncus acutus subsp. acutus,27,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,4,Paspalum dilatatum,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,5,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,5,Cynodon dactylon var. dactylon,26,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,5,Bromus spp.,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,5,Paspalum dilatatum,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,5,Bromus catharticus,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,5,Juncus acutus subsp. acutus,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,5,Phalaris aquatica,6,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,6,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,6,Bromus spp.,6,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,6,Cynodon dactylon var. dactylon,39,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,6,Juncus usitatus,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,7,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,7,Cynodon dactylon var. dactylon,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,7,Bromus catharticus,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,8,Litter,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,8,Phalaris aquatica,8,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,8,Cynodon dactylon var. dactylon,38,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,5,8,Nassella spp.,10,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,-1,Water,40,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,-1,Paspalum distichum,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,-1,Juncus articulatus subsp. articulatus,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,-1,Myriophyllum simulans,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,-1,Characeae spp.,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Bare,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Litter,31,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Water,7,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Juncus articulatus subsp. articulatus,28,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Juncus usitatus,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Paspalum dilatatum,7,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Paspalum distichum,22,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Cyperus eragrostis,12,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Persicaria decipiens,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Crassula helmsii,7,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Myriophyllum simulans,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Characeae spp.,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,0,Persicaria hydropiper,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Bare,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Litter,38,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Cyperus eragrostis,11,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Juncus usitatus,8,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Juncus articulatus subsp. articulatus,24,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Paspalum dilatatum,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Paspalum distichum,19,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Crassula helmsii,14,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Persicaria hydropiper,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Lachnagrostis filiformis s.l.,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Hypochaeris radicata,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Lolium spp.,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,1,Holcus lanatus,9,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Bare,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Litter,39,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Cyperus eragrostis,12,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Paspalum distichum,26,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Paspalum dilatatum,11,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Juncus usitatus,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Juncus articulatus subsp. articulatus,10,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Juncus acutus subsp. acutus,13,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Crassula helmsii,17,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Persicaria hydropiper,2,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Persicaria decipiens,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Lachnagrostis filiformis s.l.,7,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Lolium spp.,4,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,2,Holcus lanatus,11,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,3,Bare,3,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,3,Litter,37,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,3,Paspalum distichum,33,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,3,Cyperus eragrostis,16,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,3,Juncus articulatus subsp. articulatus,7,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,3,Juncus usitatus,5,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,3,Crassula helmsii,11,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,3,Holcus lanatus,1,0_1m,4/04/2022,15,
Campaspe,Campaspe,Doaks,6,3,Paspalum dilatatum,2,0_1m,4/04/2022,15,
