SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,SPECIES,ORIGIN,HITS,HEIGHT,DATE,SURVEY,EXCLOSURE,NOTES
Wimmera,Burnt,McGuiness Bridge,1,D,3,Rytidosperma spp.,native,14,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,1,D,3,Setaria parviflora,exotic,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,W,-1,Carex gaudichaudiana,native,10,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,W,-1,Carex gaudichaudiana,native,7,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,W,-1,Cycnogeton procerum,#N/A,25,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,W,-1,Cycnogeton procerum,native,16,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,W,-1,Myriophyllum simulans,native,3,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,W,-1,Water,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,W,-1,Water,ground,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,A,0,Carex gaudichaudiana,native,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,A,0,Carex gaudichaudiana,native,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,A,0,Carex tereticaulis,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,A,0,Carex tereticaulis,native,5,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,A,0,Juncus procerus,native,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,A,0,Litter,ground,25,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,A,0,Myriophyllum simulans,native,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,A,0,Water,ground,15,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,A,0,Water,ground,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Baloskion tetraphyllum subsp. tetraphyllum,native,2,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Baloskion tetraphyllum subsp. tetraphyllum,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Bare,ground,0,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Bare,ground,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Carex gaudichaudiana,native,37,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Carex gaudichaudiana,native,28,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Carex tereticaulis,native,16,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Carex tereticaulis,native,22,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Goodenia humilis,native,2,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Gratiola peruviana,native,3,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Juncus amabilis,native,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Juncus amabilis,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Juncus procerus,native,2,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Lachnagrostis filiformis s.l.,native,0,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Litter,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Litter,ground,39,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Myriophyllum simulans,native,11,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,B,1,Water,ground,4,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Bare,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Carex gaudichaudiana,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Carex gaudichaudiana,native,28,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Carex tereticaulis,native,35,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Carex tereticaulis,native,4,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Euchiton involucratus s.l.,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Euchiton sphaericus,native,3,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Goodenia elongata,native,14,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Goodenia humilis,native,10,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Juncus holoschoenus,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Lachnagrostis filiformis s.l.,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Lachnagrostis filiformis s.l.,native,3,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Litter,ground,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Paspalum dilatatum,exotic,6,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Paspalum dilatatum,exotic,16,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Rytidosperma spp.,native,11,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,C,2,Rytidosperma spp.,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Bare,ground,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Carex gaudichaudiana,native,12,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Carex gaudichaudiana,native,9,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Carex tereticaulis,native,6,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Carex tereticaulis,native,4,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Eragrostis brownii,native,2,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Gladiolus undulatus,exotic,3,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Hypochaeris radicata,exotic,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Litter,ground,39,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Litter,ground,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Paspalum dilatatum,exotic,3,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Paspalum dilatatum,exotic,2,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,2,D,3,Setaria parviflora,exotic,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Carex gaudichaudiana,native,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Carex gaudichaudiana,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Carex tereticaulis,native,2,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Cycnogeton procerum,native,15,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Cycnogeton procerum,native,16,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Juncus articulatus subsp. articulatus,exotic,3,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Juncus procerus,native,11,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Juncus procerus,native,2,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Water,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,W,-1,Water,ground,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Bare,ground,0,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Bare,ground,2,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Carex gaudichaudiana,native,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Carex gaudichaudiana,native,12,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Carex tereticaulis,native,27,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Carex tereticaulis,native,29,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Eragrostis brownii,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Gladiolus undulatus,exotic,10,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Goodenia elongata,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Goodenia humilis,native,5,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Isolepis inundata,native,11,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Juncus amabilis,native,2,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Juncus amabilis,native,3,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Juncus procerus,native,6,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Juncus procerus,native,7,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Lachnagrostis filiformis s.l.,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Litter,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Litter,ground,38,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Setaria parviflora,exotic,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Triglochin striata,native,13,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,A,0,Triglochin striata,native,6,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Amphibromus nervosus,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Bare,ground,0,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Bare,ground,2,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Carex tereticaulis,native,19,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Carex tereticaulis,native,22,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Centella cordifolia,native,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Eragrostis brownii,native,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Eragrostis brownii,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Gladiolus undulatus,exotic,7,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Goodenia elongata,native,13,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Goodenia humilis,native,8,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Lachnagrostis filiformis s.l.,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Litter,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Litter,ground,38,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Log,ground,4,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Paspalum dilatatum,exotic,7,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Paspalum dilatatum,exotic,12,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Rytidosperma duttonianum,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Rytidosperma spp.,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Setaria parviflora,exotic,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,B,1,Vulpia spp.,exotic,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Bare,ground,0,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Carex tereticaulis,native,20,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Carex tereticaulis,native,20,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Eragrostis brownii,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Eragrostis brownii,native,5,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Gladiolus undulatus,exotic,3,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Goodenia elongata,native,3,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Goodenia humilis,native,2,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Litter,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Litter,ground,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Paspalum dilatatum,exotic,13,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Paspalum dilatatum,exotic,7,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Rytidosperma spp.,native,2,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,3,C,2,Vulpia spp.,exotic,2,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,W,-1,Carex gaudichaudiana,native,10,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,W,-1,Cycnogeton procerum,native,20,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,W,-1,Cycnogeton procerum,native,36,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,W,-1,Myriophyllum simulans,native,20,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,W,-1,Myriophyllum simulans,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,W,-1,Water,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,W,-1,Water,ground,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Baloskion tetraphyllum subsp. tetraphyllum,native,9,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Baloskion tetraphyllum subsp. tetraphyllum,native,8,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Bare,ground,0,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Carex gaudichaudiana,native,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Carex gaudichaudiana,native,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Carex tereticaulis,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Carex tereticaulis,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Cycnogeton procerum,native,2,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Juncus amabilis,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Juncus procerus,native,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Juncus procerus,native,5,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Litter,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Litter,ground,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Myriophyllum simulans,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,A,0,Water,ground,39,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Baloskion tetraphyllum subsp. tetraphyllum,native,19,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Baloskion tetraphyllum subsp. tetraphyllum,native,23,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Bare,ground,0,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Carex gaudichaudiana,native,9,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Carex gaudichaudiana,native,27,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Carex tereticaulis,native,5,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Goodenia elongata,native,5,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Goodenia humilis,native,6,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Juncus amabilis,native,1,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Juncus articulatus subsp. articulatus,exotic,4,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Juncus procerus,native,3,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Juncus procerus,native,2,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Litter,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Litter,ground,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,B,1,Triglochin striata,native,2,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Bare,ground,0,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Bare,ground,0,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Carex gaudichaudiana,native,16,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Carex gaudichaudiana,native,17,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Carex tereticaulis,native,13,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Carex tereticaulis,native,36,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Gladiolus undulatus,exotic,8,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Juncus procerus,native,3,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Juncus procerus,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Litter,ground,40,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,4,C,2,Litter,ground,40,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,5,W,-1,Carex tereticaulis,native,1,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,5,W,-1,Cycnogeton procerum,native,30,0_1m,20/12/2017,2,0,
Wimmera,Burnt,McGuiness Bridge,5,W,-1,Cycnogeton procerum,native,12,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,5,W,-1,Cynodon dactylon var. dactylon,exotic,5,0_1m,4/09/2017,1,0,
Wimmera,Burnt,McGuiness Bridge,5,W,-1,Eleocharis acuta,native,10,0_1m,20/12/2017,2,0,
